anchor_gene,ptb_gene,mean_mmd_distance,std_mmd_distance,data_size,mmd_sigma
non-targeting,RPA1,0.38909357851531273,0.010802430383722443,448,1500
non-targeting,EIF2B5,0.48175546613273895,0.034317489389497705,448,1500
non-targeting,LSM6,0.4732422440705671,0.019988838334039877,448,1500
non-targeting,RPL24,0.47751621978102277,0.019775519444055353,448,1500
non-targeting,PPP2R1A,0.37565419544134354,0.006237888598436826,448,1500
non-targeting,MZT1,0.380026162702723,0.006919551868244023,448,1500
non-targeting,KRR1,0.44614043183875435,0.013048935285480718,448,1500
non-targeting,ATP6V1B2,0.41139474772780704,0.014742891682001475,416,1500
non-targeting,PSMG3,0.3715356145720221,0.0044522908622045936,416,1500
non-targeting,HSPA5,0.5201087073092837,0.05020770404175908,416,1500
non-targeting,SRSF11,0.3683358982032867,0.004155143416186041,416,1500
non-targeting,ZMAT2,0.4073010252114658,0.01794131455732846,416,1500
non-targeting,GTF2H1,0.4463087480492022,0.027536096660477898,416,1500
non-targeting,CSE1L,0.5362748714096708,0.024928621524662194,416,1500
non-targeting,PSMC2,0.45510682151589216,0.038901430348140184,416,1500
non-targeting,GPS1,0.3920656681461156,0.008005175526374279,416,1500
non-targeting,ICE1,0.396526633019834,0.014642197576779854,416,1500
non-targeting,TRRAP,0.4600824115486265,0.014909905408972544,416,1500
non-targeting,ANAPC15,0.3681787067524442,0.004207996831676706,416,1500
non-targeting,RPS19,0.4796382243435994,0.010776248579513792,416,1500
non-targeting,ESPN,0.3702559393510331,0.005680026854368851,416,1500
non-targeting,HSPA9,0.6365783166268031,0.02754916883679288,416,1500
non-targeting,PHB2,0.5609908856373166,0.03894645736535037,384,1500
non-targeting,NLE1,0.42461245902203676,0.012376656844298334,384,1500
non-targeting,PHAX,0.40453524886383563,0.019271124681542587,384,1500
non-targeting,POLR2A,0.4249429368288347,0.023085437255091653,384,1500
non-targeting,BUB3,0.39562014247816263,0.015879711933557628,384,1500
non-targeting,SUPT5H,0.6810066944228573,0.04668267247359738,384,1500
non-targeting,RARS,0.45197668954756826,0.02043540305885147,384,1500
non-targeting,PSMB7,0.39829754603245093,0.009941194942054171,384,1500
non-targeting,RPS29,0.4007239534457124,0.015501154916886365,384,1500
non-targeting,SNRPG,0.4326070342525122,0.016465257662791184,384,1500
non-targeting,QARS,0.4992291273693768,0.029694023323505167,384,1500
non-targeting,RPAP2,0.4934393342554128,0.026421614621577067,384,1500
non-targeting,RPL23,0.5179962294144344,0.030436133240016164,384,1500
non-targeting,DNAJC19,0.5133870630304579,0.034094741565954816,384,1500
non-targeting,FAM32A,0.4170506640752499,0.02290567171239207,384,1500
non-targeting,PSMA4,0.4399345588446051,0.03307814655378149,384,1500
non-targeting,RPL11,0.4375825034124856,0.026765027544731295,384,1500
non-targeting,RPL37A,0.4517355538980024,0.019426300426700193,384,1500
non-targeting,RPL8,0.46015602052061405,0.028129892437523965,384,1500
non-targeting,RPL37,0.39280973975714556,0.006076958558983191,352,1500
non-targeting,SF3B3,0.4200840923340761,0.018606353745395206,352,1500
non-targeting,CADM4,0.3701659949069913,0.00561769818148569,352,1500
non-targeting,PSTK,0.3670536615701538,0.005629529371649802,352,1500
non-targeting,EIF3A,0.4619498037796264,0.019961710685025145,352,1500
non-targeting,PRODH,0.367513356400429,0.0031074822377014505,352,1500
non-targeting,SLC7A5,0.38404348185488396,0.007161266006445562,352,1500
non-targeting,PSMD7,0.4531155484392537,0.034404251710875945,352,1500
non-targeting,PSMA3,0.4614099260169795,0.039119800042321635,352,1500
non-targeting,EIF4G1,0.4081139608926207,0.009702770930670597,352,1500
non-targeting,EIF3H,0.40098406998424135,0.009938267150780132,352,1500
non-targeting,NAA38,0.47370775336645077,0.024204053836559252,352,1500
non-targeting,CDC27,0.37679644046203953,0.008303315547628656,352,1500
non-targeting,KPNB1,0.4167490124241834,0.021542091302236794,352,1500
non-targeting,RPL30,0.4566866139157098,0.02913080429947879,352,1500
non-targeting,WDR3,0.4388266382740195,0.008877503468286797,352,1500
non-targeting,EGLN2,0.3716737470825579,0.005355358645435628,352,1500
non-targeting,TPX2,0.38783713860972785,0.009372937292456482,352,1500
non-targeting,DHX15,0.5176396647767638,0.020039448904169786,352,1500
non-targeting,LSM2,0.47315360817173285,0.02556848047308315,352,1500
non-targeting,EIF4E,0.43251478820016603,0.007829976439582446,352,1500
non-targeting,INTS2,0.6764495693677031,0.03113820965584117,352,1500
non-targeting,NACA,0.48736621995126633,0.03602137903183002,352,1500
non-targeting,PSMD4,0.432209884167479,0.012573083321886747,352,1500
non-targeting,GNL2,0.4271392517134746,0.015184233778839576,320,1500
non-targeting,WDR4,0.369509843137164,0.006176132500946393,320,1500
non-targeting,CDK1,0.39522501903920343,0.010658772293756483,320,1500
non-targeting,KRT8,0.37016300359338616,0.004265119175415793,320,1500
non-targeting,RPL4,0.45470947878556844,0.013766236247687719,320,1500
non-targeting,OXA1L,0.4114671805504324,0.008260978025463111,320,1500
non-targeting,COG2,0.37476057765745263,0.0035788287244571814,320,1500
non-targeting,EIF4G2,0.38667916986733325,0.012472775596681036,320,1500
non-targeting,HIRA,0.368817395854187,0.005200603993022093,320,1500
non-targeting,SMC4,0.37230016843662483,0.005704813757856603,320,1500
non-targeting,RPL13,0.4375191193721446,0.02554584678465278,320,1500
non-targeting,POLR2F,0.42532464975202594,0.014892718348634171,320,1500
non-targeting,DPH1,0.36720664084505666,0.005611397132976513,320,1500
non-targeting,HNRNPC,0.45176690244475354,0.020071601095622563,320,1500
non-targeting,ARCN1,0.39058100189849954,0.013323531865035026,320,1500
non-targeting,CNOT3,0.454682862039698,0.010937947029547953,320,1500
non-targeting,SF3A1,0.3769977045810837,0.006859943605998372,320,1500
non-targeting,VPS41,0.37194905346103546,0.004443044641457691,320,1500
non-targeting,BDP1,0.4073958555899314,0.010751510684814667,320,1500
non-targeting,RPL34,0.47659383218212603,0.03580879121877893,320,1500
non-targeting,ZNF718,0.37009757123836795,0.0022155921865822247,320,1500
non-targeting,ABCF1,0.3772641838420461,0.005145925016290234,320,1500
non-targeting,DHX16,0.4563845421477148,0.04166137032424995,320,1500
non-targeting,CCNK,0.3796777343742608,0.006786248949536736,320,1500
non-targeting,RIOK1,0.42802800302327776,0.008749651473275366,320,1500
non-targeting,FBXO5,0.37091638036051416,0.005661640204533094,320,1500
non-targeting,EIF2B4,0.49066270895589936,0.025654704176972753,320,1500
non-targeting,INTS8,0.5776088067987708,0.03652883088527269,320,1500
non-targeting,EEF2,0.3977452402402417,0.01720452663096231,320,1500
non-targeting,SF3A2,0.4214216550703692,0.02250530263813316,320,1500
non-targeting,VPS54,0.3765508649807907,0.011667925427573198,320,1500
non-targeting,POLR2B,0.48208442599376333,0.021849962497333515,320,1500
non-targeting,EIF2B2,0.49936737393524094,0.03710314331246936,288,1500
non-targeting,SMN2,0.5220253051139574,0.02694766417962936,288,1500
non-targeting,ALYREF,0.3792202730971448,0.007512226310446275,288,1500
non-targeting,LTV1,0.45037508910475904,0.009493177540284253,288,1500
non-targeting,NUP107,0.42959611899561834,0.024910620910047285,288,1500
non-targeting,PSMC1,0.47313652595425304,0.027507317003090583,288,1500
non-targeting,CACNB3,0.3704939203054687,0.005646325177214517,288,1500
non-targeting,UQCRC1,0.3685160776024474,0.004171597594791511,288,1500
non-targeting,CKAP5,0.37659659039533544,0.008374214684826123,288,1500
non-targeting,ZNF574,0.37101760505487785,0.003510391010686305,288,1500
non-targeting,RPS15A,0.45135642659515024,0.01924306945019917,288,1500
non-targeting,DDX47,0.4964787886195934,0.011923972102141914,288,1500
non-targeting,WBP11,0.4065668463510382,0.017280172172001996,288,1500
non-targeting,DLD,0.4780139531228207,0.02759518542084498,288,1500
non-targeting,RPS28,0.42745898355137696,0.020685650841088806,288,1500
non-targeting,RPL18,0.4547428300309041,0.03516907889032976,288,1500
non-targeting,SIN3A,0.3795288601065579,0.004313791498571082,288,1500
non-targeting,SRRT,0.5101673083536612,0.011861794908831446,288,1500
non-targeting,PCID2,0.37178762910009405,0.004754201428038768,288,1500
non-targeting,LIN54,0.3693540839331673,0.00413689201032817,288,1500
non-targeting,SART1,0.4387168159114742,0.02325071236974139,288,1500
non-targeting,FOLR3,0.379083256037932,0.005299383503055451,288,1500
non-targeting,SLC25A10,0.38604103108570836,0.006174335474437493,288,1500
non-targeting,SFPQ,0.5203562612094199,0.05889331689502973,288,1500
non-targeting,RAB4A,0.36767533350944387,0.0025913759773301794,288,1500
non-targeting,RPL7,0.4746115875171837,0.029271418515442002,288,1500
non-targeting,DYNC1I2,0.389646447212069,0.009698083969188687,288,1500
non-targeting,NCL,0.3743710215511659,0.004879320456617415,288,1500
non-targeting,AATF,0.42857807984345964,0.009012047150730416,288,1500
non-targeting,CHEK1,0.4036565081399606,0.015499394583879623,288,1500
non-targeting,RPL31,0.5278790692082996,0.023700298871032005,288,1500
non-targeting,DNAJA1,0.3763907292118148,0.0056274721409807485,288,1500
non-targeting,DDX41,0.49671413922964025,0.023769278166851083,288,1500
non-targeting,DYNC1H1,0.39095063673100716,0.015649896096913914,288,1500
non-targeting,NUP54,0.43288084384579506,0.013269951605870354,288,1500
non-targeting,NUP160,0.40090713969718483,0.012532858718940562,288,1500
non-targeting,U2SURP,0.4485565111806557,0.010839154903116106,288,1500
non-targeting,AHCTF1,0.37299176476686163,0.006313693697092508,288,1500
non-targeting,IK,0.38140165165222795,0.011934568598982606,288,1500
non-targeting,HARS,0.527625140566784,0.03149854823879655,288,1500
non-targeting,MED22,0.5560223150404144,0.03692104188081747,288,1500
non-targeting,SUPT6H,0.7456693558460556,0.042921910578882526,288,1500
non-targeting,MED30,0.7209331363625684,0.03175741916301523,288,1500
non-targeting,KAT8,0.4009152342429325,0.010973716239165312,256,1500
non-targeting,UBA1,0.4763631866427962,0.032703893102831574,256,1500
non-targeting,LIMS1,0.36871269875593216,0.005757335261705109,256,1500
non-targeting,DDX24,0.42939769519644366,0.01575702576767026,256,1500
non-targeting,PELO,0.38885243110149514,0.007459570148098518,256,1500
non-targeting,DDX19B,0.36701137880062495,0.00529589664807523,256,1500
non-targeting,WDR36,0.4299829086104937,0.015357044145142931,256,1500
non-targeting,NUMA1,0.39779436857547135,0.009859457669497713,256,1500
non-targeting,ASF1B,0.3707602391434828,0.006190264439681637,256,1500
non-targeting,ZNF207,0.37568525266346037,0.007207493759862699,256,1500
non-targeting,DYNLRB1,0.37855251835036596,0.008847953939459826,256,1500
non-targeting,CENPJ,0.41979555399385404,0.008482395564806414,256,1500
non-targeting,IGBP1,0.4114684454401742,0.015950998081074006,256,1500
non-targeting,POLR2D,0.39854911328002074,0.02331676299671189,256,1500
non-targeting,PSMD1,0.38258942827908526,0.00848564940193884,256,1500
non-targeting,GUCD1,0.41275604663158016,0.014619505423877648,256,1500
non-targeting,NIP7,0.4039181533191206,0.010501636261661975,256,1500
non-targeting,GOLT1B,0.3812108720412555,0.0046390081945434,256,1500
non-targeting,DNAJC8,0.3763106117066738,0.00471948948149695,256,1500
non-targeting,RPS3,0.4990899680490609,0.016744036774543964,256,1500
non-targeting,GPN3,0.5164777049107071,0.04076361419054338,256,1500
non-targeting,RPS9,0.4520126163146485,0.013493543091365023,256,1500
non-targeting,USP7,0.3704667339490124,0.003973791612890737,256,1500
non-targeting,RPL10,0.4343829303663521,0.017599949210088606,256,1500
non-targeting,TREX2,0.3984555774954023,0.01083081963317631,256,1500
non-targeting,TSEN34,0.3702792333906791,0.004290682272045885,256,1500
non-targeting,RPL6,0.5249904400826543,0.020302987535054252,256,1500
non-targeting,RPS20,0.42309092059747244,0.018451202274704245,256,1500
non-targeting,PRELID3B,0.43058723599029225,0.018962319179291053,256,1500
non-targeting,MED7,0.6285478610246715,0.07363122278768494,256,1500
non-targeting,NOL11,0.45576662610877716,0.01749915620691803,256,1500
non-targeting,PSMB5,0.4271314345631164,0.021259060021215054,256,1500
non-targeting,SNRPB,0.40553686242991915,0.028797249234297547,256,1500
non-targeting,DHX36,0.3957106330764867,0.009356631528569768,256,1500
non-targeting,CNOT1,0.5205848245015914,0.06569564367220963,256,1500
non-targeting,CDK11A,0.36841192231870923,0.0055060593336781075,256,1500
non-targeting,RPS11,0.47479455322442865,0.021781007783469298,256,1500
non-targeting,PRPF18,0.44413941311495786,0.020617068642260778,256,1500
non-targeting,TEAD3,0.36531494123108355,0.0034203241695676553,256,1500
non-targeting,PTCD1,0.3805934383485744,0.006854670645541243,256,1500
non-targeting,PMF1,0.4017919298661779,0.010864230343689182,256,1500
non-targeting,RPS7,0.49221202329475283,0.01194909632572428,256,1500
non-targeting,NAGLU,0.36819783085548163,0.002630755624437867,256,1500
non-targeting,PSMD12,0.4374521960482224,0.034329159478653275,256,1500
non-targeting,DNTTIP2,0.46376127171240855,0.01459292180426045,256,1500
non-targeting,RPL21,0.44003958612331856,0.01820721218964844,256,1500
non-targeting,COPS4,0.40280544527413664,0.008520371452082839,256,1500
non-targeting,COPG1,0.3692470583341175,0.0038192363773960473,256,1500
non-targeting,CRNKL1,0.3902541673650702,0.01730625828210913,256,1500
non-targeting,ANKRD11,0.38549713185847667,0.008018833700251264,256,1500
non-targeting,PFN1,0.37368495920698225,0.006455380240604841,256,1500
non-targeting,CHORDC1,0.3716552480092904,0.0038361420542875335,256,1500
non-targeting,HNRNPM,0.378338398490382,0.009823117938549404,256,1500
non-targeting,PDCD6IP,0.36514541302227577,0.004047380154214495,256,1500
non-targeting,RPL10A,0.43133539027938383,0.015749872628733192,256,1500
non-targeting,PHB,0.6201262948376324,0.061807919639217807,256,1500
non-targeting,GARS,0.3771942290448854,0.005775450162653661,256,1500
non-targeting,RPL12,0.45253094927259585,0.023365971287638548,224,1500
non-targeting,HSPA8,0.42047638633998835,0.015601236478636926,224,1500
non-targeting,CIAO1,0.37161542048791246,0.00271783885620138,224,1500
non-targeting,MED1,0.5776200835917097,0.03684732473974766,224,1500
non-targeting,XRCC1,0.36968032114146815,0.004368990334322242,224,1500
non-targeting,BOP1,0.37254530897633936,0.0058562326026624124,224,1500
non-targeting,CCDC86,0.41523865952202105,0.005778304982148154,224,1500
non-targeting,ACTR8,0.4033723362901037,0.005450037939420029,224,1500
non-targeting,NXF1,0.3800655820036777,0.005746576855917836,224,1500
non-targeting,CCT4,0.4180774739942121,0.019049638073758035,224,1500
non-targeting,DENR,0.3766052218076607,0.004691946253151907,224,1500
non-targeting,DDN,0.3676850747288277,0.003311390882795538,224,1500
non-targeting,ABCE1,0.4530376403335338,0.020196990610354095,224,1500
non-targeting,PPP1CA,0.3724741868973765,0.007008408939521658,224,1500
non-targeting,CDIPT,0.36965571665314806,0.003448525494294923,224,1500
non-targeting,COASY,0.3694727725545349,0.002670284939359946,224,1500
non-targeting,EXOC3,0.369168896916571,0.001481950062739178,224,1500
non-targeting,ALG2,0.37335939420071124,0.006175259696808145,224,1500
non-targeting,EIF3M,0.42737730184621153,0.01093463723910258,224,1500
non-targeting,MED6,0.537955803818987,0.026682397162231575,224,1500
non-targeting,BCAR1,0.36438302453201193,0.003496776849518879,224,1500
non-targeting,DSN1,0.42853472088789957,0.04089478655831916,224,1500
non-targeting,RBMX2,0.468175915715525,0.026502792342792757,224,1500
non-targeting,EIF2S1,0.6298182302564255,0.0413380404826718,224,1500
non-targeting,RPS24,0.5102088059777657,0.019780879934213517,224,1500
non-targeting,GTF3C6,0.3704545123231006,0.004240251537766643,224,1500
non-targeting,COPA,0.3916051824900796,0.009583810476236165,224,1500
non-targeting,RPL9,0.4524334135228156,0.02701390997195414,224,1500
non-targeting,PSMC4,0.5078856793555125,0.03198884328737973,224,1500
non-targeting,MAGOH,0.4119889697693481,0.007597732649791037,224,1500
non-targeting,HMGB1,0.36859825772275645,0.005638356975061111,224,1500
non-targeting,RAD51,0.397858139323195,0.019527423055522446,224,1500
non-targeting,YEATS2,0.38671351045749347,0.00872064355657262,224,1500
non-targeting,CHMP7,0.36486087085092755,0.0024547156916004337,224,1500
non-targeting,GFM1,0.3835920504249884,0.004361761819753661,224,1500
non-targeting,SDAD1,0.41469111099897665,0.0028162128426278896,224,1500
non-targeting,RNF14,0.3718772204502523,0.005506746560511378,224,1500
non-targeting,C1orf109,0.36847277570068326,0.004101444084332452,224,1500
non-targeting,NIFK,0.4390760515043604,0.012067673375938425,224,1500
non-targeting,HAUS7,0.36870515178798563,0.0027095330722104057,224,1500
non-targeting,VCP,0.37511672182300576,0.006060036191664952,224,1500
non-targeting,PAF1,0.5923823278952026,0.037473568017637085,224,1500
non-targeting,TUBGCP2,0.37834563362950985,0.011423407056987472,224,1500
non-targeting,SF3B4,0.41311245426349635,0.02465047556948478,224,1500
non-targeting,RPL19,0.4980933647739573,0.023922576789336517,224,1500
non-targeting,H3F3A,0.3692394162891358,0.004466456800270135,224,1500
non-targeting,NSRP1,0.4469608135302065,0.03654679853012553,224,1500
non-targeting,GON4L,0.37149888831113803,0.0057586416981042455,224,1500
non-targeting,YTHDC1,0.4090123638262911,0.019459152863145625,224,1500
non-targeting,MED11,0.49190637580003294,0.03146675722218961,224,1500
non-targeting,ANAPC2,0.3755765371010706,0.009146590100972692,224,1500
non-targeting,BGLAP,0.38914447235496874,0.003549771216736688,224,1500
non-targeting,ACTR2,0.37107591841790527,0.004268916031491556,224,1500
non-targeting,COPS6,0.4007875816257789,0.007464943071511129,224,1500
non-targeting,OSTC,0.36576311031032266,0.0033767034125850156,224,1500
non-targeting,POLA2,0.41384959946015,0.0165562257098698,224,1500
non-targeting,HEATR1,0.48446841585231243,0.020522279116563378,224,1500
non-targeting,CCT3,0.4252498642638502,0.013190348095387383,224,1500
non-targeting,CPAMD8,0.3675613884008266,0.006157393757470713,224,1500
non-targeting,PRPF6,0.41314498231706437,0.0125524067416867,224,1500
non-targeting,EIF3E,0.4309746678096343,0.015114826135361173,224,1500
non-targeting,UBL5,0.4422861982436687,0.026042916766251506,224,1500
non-targeting,ISCA2,0.3734050438499837,0.003916579396372236,224,1500
non-targeting,SRSF6,0.36970235995116474,0.004758184445555313,224,1500
non-targeting,YEATS4,0.3946702853072818,0.005183955765272927,224,1500
non-targeting,FCF1,0.4475310874234562,0.011075095748639817,224,1500
non-targeting,PHF5A,0.4585683816309625,0.020253053168665214,224,1500
non-targeting,HMGCS1,0.39144488179107,0.01173105406129059,224,1500
non-targeting,POLA1,0.40472880011811824,0.015036705463072706,224,1500
non-targeting,RFC3,0.3999286710594926,0.015992767785753273,224,1500
non-targeting,INTS9,0.499806889972958,0.01914130920531047,224,1500
non-targeting,RBM14,0.4326699355440968,0.00628012930063506,224,1500
non-targeting,TMSB10,0.37809695616090316,0.0050959270122673365,224,1500
non-targeting,NFRKB,0.3978491039574414,0.0070855694173395465,224,1500
non-targeting,BCAS2,0.433358394372129,0.011320978883161931,224,1500
non-targeting,DRAP1,0.3769017812611714,0.0022122703068865744,224,1500
non-targeting,ARPC2,0.37685459354780554,0.009614638031660658,224,1500
non-targeting,WDR26,0.3740094026429837,0.002830555855804945,224,1500
non-targeting,EXOSC2,0.5166322494920766,0.015480609947579467,224,1500
non-targeting,RCC1,0.37362285441897886,0.004448670389658379,224,1500
non-targeting,SLC4A5,0.3703246674782808,0.004404649454468772,224,1500
non-targeting,SNW1,0.3787039828791441,0.011821418723014386,224,1500
non-targeting,POLR2E,0.3784777117151266,0.0037516273609677544,224,1500
non-targeting,PC,0.37140958084191755,0.005734925460979348,224,1500
non-targeting,RHPN1,0.3691815035034458,0.003566317973319997,224,1500
non-targeting,SLU7,0.5579651080958946,0.038843801367509055,224,1500
non-targeting,RPA2,0.4335042379884654,0.021229232395852848,224,1500
non-targeting,SRP72,0.3748416877703454,0.0035640628262383067,224,1500
non-targeting,RPSA,0.42874444392700306,0.02045891438938895,224,1500
non-targeting,COPS8,0.38481251173770675,0.007210554639001617,224,1500
non-targeting,POLR2I,0.5229638298897025,0.04364622278441285,192,1500
non-targeting,DHODH,0.37941051564947087,0.003449356338031419,192,1500
non-targeting,CUL1,0.37522641602740475,0.006804827351609,192,1500
non-targeting,RPS17,0.41883887761042465,0.017161751436381552,192,1500
non-targeting,CS,0.3735153895203968,0.007490653342254361,192,1500
non-targeting,TRA2B,0.3993506279114614,0.006030171321876024,192,1500
non-targeting,PPME1,0.36989076629922973,0.0063469988769881205,192,1500
non-targeting,GFER,0.38318003243353643,0.006573619156844333,192,1500
non-targeting,RPLP2,0.4135619418456394,0.009487175008017807,192,1500
non-targeting,POLR3E,0.377089370356772,0.008654673380374758,192,1500
non-targeting,RBM4,0.38351729547960756,0.009248295554240343,192,1500
non-targeting,XPO5,0.37771713633029397,0.0023156098245253466,192,1500
non-targeting,ARPC4,0.3776730703716848,0.0028652775187116386,192,1500
non-targeting,USP39,0.43835365090789263,0.02418322547408205,192,1500
non-targeting,VARS,0.4905441856155419,0.023495225355450754,192,1500
non-targeting,RPL14,0.504770792588615,0.02162451304031335,192,1500
non-targeting,RAC3,0.3693992574169181,0.003990972504021294,192,1500
non-targeting,MCM10,0.4159169892146863,0.009659219636198186,192,1500
non-targeting,POP7,0.3787041092459298,0.007186953869040028,192,1500
non-targeting,ZNF284,0.36678182030510315,0.006200969481209176,192,1500
non-targeting,DHX37,0.4140448797827651,0.008078632375948669,192,1500
non-targeting,IARS2,0.43684757363502086,0.018970151461855097,192,1500
non-targeting,ALG1L,0.3672344645987066,0.0029553692307504524,192,1500
non-targeting,UXT,0.4114833276124001,0.012562033896085009,192,1500
non-targeting,AP2M1,0.37234374412321203,0.005097405383521641,192,1500
non-targeting,POLRMT,0.4447095748064835,0.00813611536698564,192,1500
non-targeting,DDX46,0.38895336115459234,0.006315278937726232,192,1500
non-targeting,MBTPS2,0.3743326996234213,0.004749792261912364,192,1500
non-targeting,NDC80,0.4085531879753395,0.013223823153499733,192,1500
non-targeting,CBLN1,0.37300871043127576,0.004714202584218393,192,1500
non-targeting,MAK16,0.4167820860415869,0.008368030355578234,192,1500
non-targeting,WDR12,0.40686179872339107,0.008045592305917145,192,1500
non-targeting,TSSK3,0.37008292867223264,0.003252854974921519,192,1500
non-targeting,SNAPC3,0.38321821809219686,0.00607372276022189,192,1500
non-targeting,POLD1,0.43737017453143084,0.013555443331353738,192,1500
non-targeting,AAAS,0.3702952252212646,0.003565929385486846,192,1500
non-targeting,ARHGAP11B,0.3687227414315173,0.004162175578693352,192,1500
non-targeting,CTR9,0.5432294654849006,0.0304453525843901,192,1500
non-targeting,C9orf16,0.3763713652898308,0.007212562705431788,192,1500
non-targeting,INTS1,0.37543314141728895,0.00484513224157076,192,1500
non-targeting,CASP8AP2,0.47458037537636044,0.02084808891535309,192,1500
non-targeting,MRPL14,0.377295760644145,0.008915466409544553,192,1500
non-targeting,CCDC115,0.36426569259374486,0.0041815357974760775,192,1500
non-targeting,RSL1D1,0.38275634095733163,0.006814657815861467,192,1500
non-targeting,RUVBL1,0.532525095094778,0.038581208100482337,192,1500
non-targeting,C1QBP,0.38591520950341307,0.011323391656707624,192,1500
non-targeting,SNRNP40,0.37126072779491454,0.0022575626342348516,192,1500
non-targeting,RPL26,0.4925816713037258,0.01977641804195853,192,1500
non-targeting,POLR1E,0.39953228595501455,0.007416889015737744,192,1500
non-targeting,JAZF1,0.37280976244350833,0.001893859862845098,192,1500
non-targeting,RPA3,0.4124901387493997,0.012577473010116627,192,1500
non-targeting,TUT1,0.37204130754659603,0.00731928747680025,192,1500
non-targeting,RPL32,0.4316696568595946,0.01950316666945187,192,1500
non-targeting,PRPF4B,0.3892238059638273,0.003338533880433752,192,1500
non-targeting,METTL1,0.37297490771252084,0.005249392925007136,192,1500
non-targeting,MYCBP,0.3680599422234922,0.0025307792617650007,192,1500
non-targeting,WDR54,0.3705168206627443,0.003124027341886437,192,1500
non-targeting,XPO1,0.4873629106236721,0.018672775534352076,192,1500
non-targeting,COPZ1,0.4009480901471831,0.027935821487360294,192,1500
non-targeting,ZNF468,0.3685459686521872,0.005639516881645951,192,1500
non-targeting,FTSJ3,0.4207156125630234,0.007283449555213329,192,1500
non-targeting,PIAS4,0.41623038900583437,0.01120911263798716,192,1500
non-targeting,ACTR1B,0.3684818712353852,0.007509573108325607,192,1500
non-targeting,ZNF687,0.37366488829583,0.004509409965756092,192,1500
non-targeting,MSRB1,0.3671046226010643,0.0019752843834711584,192,1500
non-targeting,RPL36,0.5197392451318094,0.025181526392138647,192,1500
non-targeting,STAT5A,0.37117989298897397,0.00473906522739901,192,1500
non-targeting,VEZT,0.3733682790428044,0.004617264413060896,192,1500
non-targeting,HIST1H2BL,0.36749283884082856,0.004408452968493519,192,1500
non-targeting,RRP12,0.4543294079910631,0.009670528008575088,192,1500
non-targeting,RMI1,0.3728295961489952,0.005944965213933975,192,1500
non-targeting,PDCD6,0.37265803278371706,0.005053517915562341,192,1500
non-targeting,TEFM,0.4032478694571657,0.005460380824743476,192,1500
non-targeting,TRNT1,0.36888379122022236,0.0023117688838407407,192,1500
non-targeting,SKP2,0.3721929996052249,0.003991614061360099,192,1500
non-targeting,TKT,0.3717145618474815,0.0026476093182544393,192,1500
non-targeting,CEP192,0.3781563996878032,0.005110656097275257,192,1500
non-targeting,RPL27A,0.5307215916601281,0.04313224007475168,192,1500
non-targeting,LSM5,0.38122660485281673,0.006726977527189173,192,1500
non-targeting,UBTF,0.3670296470791887,0.004136972708666149,192,1500
non-targeting,PLA2G10,0.3697055171254034,0.003505047492102947,192,1500
non-targeting,RGPD6,0.37178890010013776,0.005885463579652476,192,1500
non-targeting,HUS1,0.3714459626040751,0.005130824244777566,192,1500
